,0
9689,1
9690,9
9691,3
9692,3
9693,5
9694,3
9695,1
9696,4
9697,22
9698,9
9699,1
9700,20
9701,1
9702,1
9703,1
9704,12
9705,1
9706,3
9707,1
9708,1
9709,1
9710,2
9711,2
9712,3
9713,2
9714,1
9715,1
9716,4
9717,1
9718,3
9719,4
9720,7
9721,2
9722,1
9723,7
9724,2
9725,3
9726,4
9727,3
9728,1
9729,2
9730,5
9731,1
9732,5
9733,1
9734,3
9735,1
9736,22
9737,9
9738,2
9739,1
9740,5
9741,1
9742,1
9743,8
9744,2
9745,4
9746,1
9747,2
9748,1
9749,25
9750,7
9751,1
9752,2
9753,1
9754,4
9755,4
9756,9
9757,4
9758,1
9759,6
9760,1
9761,2
9762,3
9763,7
9764,1
9765,1
9766,17
9767,3
9768,7
9769,2
9770,1
9771,1
9772,3
9773,10
9774,1
9775,1
9776,1
9777,1
9778,14
9779,1
9780,1
9781,10
9782,1
9783,5
9784,6
9785,2
9786,2
9787,1
9788,10
9789,7
9790,12
9791,17
9792,6
9793,2
9794,3
9795,1
9796,1
9797,1
9798,1
9799,1
9800,2
9801,1
9802,1
9803,4
9804,1
9805,2
9806,17
9807,8
9808,2
9809,1
9810,24
9811,2
9812,3
9813,6
9814,4
9815,17
9816,1
9817,1
9818,14
9819,2
9820,2
9821,2
9822,1
9823,1
9824,1
9825,9
9826,15
9827,15
9828,1
9829,1
9830,1
9831,14
9832,2
9833,1
9834,1
9835,12
9836,1
9837,3
9838,1
9839,3
9840,5
9841,10
9842,6
9843,1
9844,6
9845,5
9846,5
9847,4
9848,13
9849,5
9850,1
9851,3
9852,3
9853,1
9854,3
9855,2
9856,5
9857,1
9858,1
9859,5
9860,2
9861,1
9862,1
9863,6
9864,1
9865,1
9866,2
9867,6
9868,3
9869,15
9870,2
9871,19
9872,5
9873,1
9874,16
9875,1
9876,8
9877,3
9878,4
9879,2
9880,3
9881,1
9882,3
9883,2
9884,2
9885,1
9886,1
9887,13
9888,13
9889,1
9890,1
9891,1
9892,8
9893,1
9894,2
9895,1
9896,3
9897,3
9898,10
9899,14
9900,5
9901,1
9902,1
9903,5
9904,1
9905,1
9906,1
9907,2
9908,1
9909,1
9910,1
9911,6
9912,4
9913,1
9914,3
9915,3
9916,1
9917,1
9918,1
9919,1
9920,3
9921,6
9922,15
9923,7
9924,1
9925,1
9926,20
9927,2
9928,1
9929,1
9930,1
9931,1
9932,1
9933,13
9934,1
9935,1
9936,5
9937,2
9938,1
9939,2
9940,4
9941,10
9942,1
9943,7
9944,2
9945,1
9946,1
9947,1
9948,1
9949,25
9950,10
9951,1
9952,2
9953,14
9954,6
9955,6
9956,4
9957,16
9958,1
9959,11
9960,11
9961,2
9962,2
9963,1
9964,9
9965,23
9966,4
9967,4
9968,2
9969,1
9970,2
9971,2
9972,1
9973,1
9974,2
9975,1
9976,2
9977,1
9978,4
9979,3
9980,1
9981,2
9982,1
9983,2
9984,2
9985,11
9986,2
9987,11
9988,4
9989,1
9990,4
9991,30
9992,8
9993,1
9994,2
9995,7
9996,3
9997,1
9998,2
9999,4
10000,1
10001,1
10002,1
10003,1
10004,1
10005,1
10006,5
10007,5
10008,3
10009,1
10010,1
10011,17
10012,14
10013,1
10014,10
10015,1
10016,2
10017,6
10018,1
10019,1
10020,14
10021,1
10022,6
10023,5
10024,32
10025,12
10026,1
10027,1
10028,3
10029,8
10030,2
10031,1
10032,4
10033,5
10034,13
10035,6
10036,1
10037,1
10038,6
10039,6
10040,12
10041,4
10042,19
10043,4
10044,2
10045,13
10046,2
10047,6
10048,1
10049,12
10050,2
10051,1
10052,11
10053,1
10054,7
10055,2
10056,7
10057,1
10058,2
10059,15
10060,8
10061,3
10062,4
10063,2
10064,2
10065,1
10066,2
10067,4
10068,2
10069,3
10070,2
10071,21
10072,1
10073,15
10074,5
10075,2
10076,1
10077,19
10078,5
10079,8
10080,1
10081,14
10082,7
10083,1
10084,1
10085,7
10086,4
10087,14
10088,3
10089,8
10090,4
10091,3
10092,24
10093,6
10094,1
10095,3
10096,1
10097,1
10098,5
10099,2
10100,1
10101,1
10102,3
10103,4
10104,2
10105,1
10106,1
10107,3
10108,12
10109,19
10110,6
10111,19
10112,1
10113,1
10114,5
10115,4
10116,39
10117,29
10118,1
10119,3
10120,10
10121,16
10122,1
10123,4
10124,1
10125,3
10126,3
10127,1
10128,2
10129,3
10130,1
10131,15
10132,15
10133,16
10134,1
10135,1
10136,8
10137,5
10138,1
10139,12
10140,1
10141,12
10142,8
10143,3
10144,2
10145,1
10146,1
10147,9
10148,1
10149,5
10150,1
10151,1
10152,4
10153,8
10154,8
10155,5
10156,2
10157,1
10158,1
10159,1
10160,6
10161,1
10162,1
10163,14
10164,3
10165,3
10166,2
10167,4
10168,2
10169,5
10170,4
10171,7
10172,3
10173,2
10174,2
10175,4
10176,4
10177,1
10178,2
10179,1
10180,4
10181,1
10182,5
10183,1
10184,1
10185,1
10186,2
10187,1
10188,1
10189,2
10190,7
10191,1
10192,11
10193,1
10194,1
10195,2
10196,1
10197,1
10198,2
10199,2
10200,13
10201,4
10202,5
10203,3
10204,1
10205,1
10206,1
10207,2
10208,3
10209,1
10210,3
10211,2
10212,1
10213,1
10214,2
10215,2
10216,1
10217,1
10218,4
10219,3
10220,7
10221,2
10222,2
10223,1
10224,29
10225,4
10226,2
10227,1
10228,5
10229,1
10230,8
10231,6
10232,1
10233,12
10234,2
10235,2
10236,3
10237,1
10238,1
10239,8
10240,3
10241,2
10242,1
10243,2
10244,1
10245,1
10246,1
10247,32
10248,1
10249,36
10250,1
10251,1
10252,7
10253,10
10254,2
10255,3
10256,1
10257,6
10258,16
10259,2
10260,2
10261,2
10262,4
10263,6
10264,23
10265,1
10266,2
10267,3
10268,1
10269,1
10270,3
10271,2
10272,9
10273,1
10274,1
10275,10
10276,1
10277,8
10278,13
10279,1
10280,3
10281,2
10282,1
10283,1
10284,1
10285,1
10286,9
10287,2
10288,2
10289,1
10290,2
10291,6
10292,6
10293,6
10294,2
10295,1
10296,3
10297,6
10298,1
10299,1
10300,1
10301,1
10302,2
10303,1
10304,4
10305,6
10306,2
10307,11
10308,3
10309,5
10310,5
10311,1
10312,1
10313,7
10314,12
10315,4
10316,4
10317,7
10318,1
10319,4
10320,10
10321,1
10322,1
10323,2
10324,2
10325,4
10326,1
10327,3
10328,1
10329,7
10330,1
10331,5
10332,3
10333,1
10334,1
10335,2
10336,2
10337,6
10338,1
10339,6
10340,1
10341,2
10342,4
10343,1
10344,3
10345,5
10346,1
10347,11
10348,1
10349,1
10350,3
10351,1
10352,1
10353,7
10354,1
10355,2
10356,4
10357,4
10358,1
10359,1
10360,4
10361,1
10362,1
10363,8
10364,2
10365,5
10366,10
10367,17
10368,2
10369,5
10370,1
10371,2
10372,2
10373,3
10374,1
10375,1
10376,1
10377,2
10378,3
10379,1
10380,9
10381,1
10382,12
10383,1
10384,4
10385,12
10386,2
10387,18
10388,1
10389,1
10390,4
10391,1
10392,12
10393,20
10394,14
10395,1
10396,1
10397,2
10398,1
10399,2
10400,1
10401,3
10402,1
10403,3
10404,2
10405,11
10406,1
10407,17
10408,20
10409,4
10410,12
10411,5
10412,8
10413,2
10414,1
10415,5
10416,1
10417,2
10418,25
10419,1
10420,5
10421,1
10422,8
10423,1
10424,4
10425,9
10426,5
10427,11
10428,1
10429,7
10430,2
10431,1
10432,1
10433,1
10434,9
10435,2
10436,1
10437,1
10438,3
10439,1
10440,1
10441,11
10442,4
10443,11
10444,2
10445,8
10446,5
10447,1
10448,1
10449,2
10450,1
10451,4
10452,2
10453,1
10454,3
10455,9
10456,2
10457,8
10458,2
10459,1
10460,1
10461,5
10462,10
10463,1
10464,1
10465,12
10466,3
10467,28
10468,1
10469,5
10470,1
10471,1
10472,1
10473,2
10474,1
10475,1
10476,2
10477,1
10478,6
10479,1
10480,4
10481,2
10482,1
10483,5
10484,2
10485,13
10486,5
10487,1
10488,5
10489,11
10490,1
10491,4
10492,7
10493,12
10494,1
10495,5
10496,2
10497,1
10498,1
10499,1
10500,2
10501,2
10502,1
10503,1
10504,4
10505,7
10506,15
10507,4
10508,16
10509,2
10510,7
10511,6
10512,1
10513,2
10514,1
10515,1
10516,2
10517,1
10518,1
10519,1
10520,8
10521,1
10522,2
10523,7
10524,20
10525,2
10526,3
10527,1
10528,2
10529,1
10530,1
10531,4
10532,1
10533,9
10534,2
10535,1
10536,9
10537,1
10538,10
10539,20
10540,3
10541,24
10542,1
10543,10
10544,6
10545,3
10546,1
10547,8
10548,1
10549,1
10550,2
10551,10
10552,14
10553,15
10554,1
10555,1
10556,2
10557,1
10558,1
10559,1
10560,8
10561,6
10562,1
10563,1
10564,6
10565,1
10566,2
10567,2
10568,1
10569,1
10570,1
10571,1
10572,8
10573,4
10574,1
10575,3
10576,1
10577,2
10578,1
10579,2
10580,9
10581,1
10582,2
10583,17
10584,1
10585,27
10586,23
10587,3
10588,1
10589,1
10590,1
10591,1
10592,23
10593,7
10594,2
10595,2
10596,1
10597,14
10598,1
10599,11
10600,1
10601,18
10602,1
10603,1
10604,2
10605,1
10606,1
10607,2
10608,2
10609,1
10610,1
10611,1
10612,1
10613,2
10614,2
10615,4
10616,8
10617,2
10618,4
10619,6
10620,4
10621,2
10622,1
10623,1
10624,9
10625,9
10626,1
10627,1
10628,2
10629,11
10630,4
10631,1
10632,1
10633,20
10634,8
10635,7
10636,1
10637,1
10638,5
10639,6
10640,1
10641,49
10642,5
10643,2
10644,3
10645,8
10646,10
10647,3
10648,1
10649,3
10650,4
10651,25
10652,1
10653,1
10654,1
10655,2
10656,2
10657,3
10658,1
10659,19
10660,4
10661,7
10662,1
10663,1
10664,8
10665,5
10666,1
10667,4
10668,6
10669,2
10670,1
10671,1
10672,2
10673,1
10674,1
10675,1
10676,1
10677,3
10678,2
10679,6
10680,1
10681,1
10682,2
10683,5
10684,2
10685,1
10686,1
10687,13
10688,15
10689,1
10690,10
10691,11
10692,3
10693,3
10694,1
10695,1
10696,8
10697,4
10698,2
10699,6
10700,11
10701,5
10702,1
10703,1
10704,1
10705,1
10706,2
10707,12
10708,7
10709,1
10710,1
10711,1
10712,4
10713,22
10714,1
10715,1
10716,4
10717,3
10718,5
10719,1
10720,10
10721,3
10722,1
10723,3
10724,3
10725,4
10726,1
10727,4
10728,1
10729,3
10730,18
10731,4
10732,1
10733,5
10734,1
10735,7
10736,2
10737,4
10738,9
10739,10
10740,14
10741,21
10742,1
10743,1
10744,2
10745,4
10746,9
10747,20
10748,2
10749,2
10750,3
10751,3
10752,1
10753,1
10754,7
10755,17
10756,7
10757,1
10758,4
10759,17
10760,1
10761,14
10762,2
10763,5
10764,3
10765,8
10766,1
10767,13
10768,1
10769,11
10770,1
10771,1
10772,2
10773,1
10774,3
10775,2
10776,3
10777,4
10778,7
10779,1
10780,2
10781,2
10782,1
10783,7
10784,29
10785,1
10786,1
10787,1
10788,1
10789,11
10790,1
10791,6
10792,1
10793,2
10794,1
10795,1
10796,7
10797,2
10798,1
10799,3
10800,3
10801,3
10802,3
10803,1
10804,1
10805,4
10806,1
10807,1
10808,1
10809,1
10810,1
10811,1
10812,3
10813,1
10814,5
10815,1
10816,1
10817,3
10818,1
10819,2
10820,1
10821,2
10822,1
10823,11
10824,2
10825,6
10826,2
10827,3
10828,1
10829,13
10830,1
10831,1
10832,1
10833,1
10834,3
10835,1
10836,1
10837,1
10838,2
10839,16
10840,1
10841,1
10842,2
10843,1
10844,4
10845,1
10846,1
10847,1
10848,2
10849,1
10850,1
10851,2
10852,5
10853,2
10854,2
10855,1
10856,1
10857,8
10858,9
10859,4
10860,1
10861,9
10862,11
10863,1
10864,1
10865,10
10866,3
10867,1
10868,5
10869,6
10870,1
10871,2
10872,1
10873,1
10874,2
10875,3
10876,1
10877,1
10878,1
10879,1
10880,1
10881,1
10882,4
10883,1
10884,3
10885,5
10886,1
10887,11
10888,2
10889,1
10890,3
10891,1
10892,1
10893,7
10894,13
10895,2
10896,8
10897,9
10898,10
10899,2
10900,4
10901,9
10902,1
10903,11
10904,2
10905,1
10906,15
10907,1
10908,3
10909,6
10910,39
10911,12
10912,1
10913,1
10914,1
10915,2
10916,1
10917,2
10918,2
10919,16
10920,19
10921,1
10922,2
10923,1
10924,1
10925,5
10926,2
10927,18
10928,2
10929,1
10930,1
10931,2
10932,7
10933,1
10934,1
10935,3
10936,1
10937,1
10938,3
10939,20
10940,1
10941,12
10942,3
10943,1
10944,1
10945,1
10946,2
10947,2
10948,4
10949,1
10950,4
10951,5
10952,9
10953,6
10954,3
10955,1
10956,1
10957,2
10958,2
10959,15
10960,3
10961,1
10962,17
10963,15
10964,2
10965,7
10966,5
10967,13
10968,1
10969,1
10970,2
10971,5
10972,13
10973,30
10974,3
10975,3
10976,11
10977,3
10978,8
10979,2
10980,2
10981,1
10982,2
10983,1
10984,1
10985,1
10986,1
10987,2
10988,8
10989,3
10990,2
10991,8
10992,2
10993,2
10994,5
10995,7
10996,6
10997,4
10998,1
10999,3
11000,8
11001,1
11002,2
11003,12
11004,1
11005,5
11006,4
11007,2
11008,12
11009,1
11010,15
11011,3
11012,3
11013,1
11014,1
11015,3
11016,1
11017,1
11018,1
11019,1
11020,5
11021,6
11022,14
11023,2
11024,1
11025,1
11026,2
11027,1
11028,9
11029,5
11030,5
11031,4
11032,1
11033,5
11034,15
11035,2
11036,1
11037,1
11038,3
11039,18
11040,9
11041,9
11042,1
11043,1
11044,4
11045,1
11046,1
11047,4
11048,26
11049,13
11050,1
11051,11
11052,1
11053,9
11054,1
11055,1
11056,3
11057,1
11058,14
11059,6
11060,21
11061,1
11062,9
11063,1
11064,1
11065,10
11066,1
11067,1
11068,6
11069,5
11070,1
11071,1
11072,1
11073,1
11074,1
11075,2
11076,2
11077,1
11078,10
11079,10
11080,1
11081,3
11082,8
11083,1
11084,3
11085,10
11086,4
11087,1
11088,1
11089,1
11090,1
11091,3
11092,1
11093,1
11094,12
11095,2
11096,1
11097,17
11098,14
11099,1
11100,2
11101,10
11102,1
11103,9
11104,4
11105,1
11106,2
11107,3
11108,1
11109,1
11110,2
11111,2
11112,1
11113,2
11114,1
11115,1
11116,1
11117,2
11118,1
11119,1
11120,1
11121,4
11122,2
11123,5
11124,2
11125,1
11126,1
11127,11
11128,4
11129,10
11130,2
11131,2
11132,9
11133,2
11134,1
11135,20
11136,1
11137,2
11138,1
11139,1
11140,1
11141,1
11142,4
11143,1
11144,1
11145,1
11146,20
11147,10
11148,12
11149,2
11150,1
11151,10
11152,1
11153,1
11154,2
11155,3
11156,7
11157,3
11158,2
11159,1
11160,7
11161,3
11162,1
11163,4
11164,7
11165,1
11166,1
11167,4
11168,1
11169,7
11170,1
11171,4
11172,2
11173,1
11174,1
11175,1
11176,1
11177,1
11178,6
11179,6
11180,1
11181,4
11182,1
11183,1
11184,1
11185,15
11186,1
11187,9
11188,5
11189,1
11190,2
11191,7
11192,1
11193,1
11194,3
11195,1
11196,1
11197,1
11198,3
11199,13
11200,2
11201,2
11202,1
11203,1
11204,2
11205,1
11206,9
11207,9
11208,3
11209,4
11210,6
11211,6
11212,8
11213,1
11214,5
11215,2
11216,7
11217,6
11218,6
11219,4
11220,2
11221,7
11222,1
11223,2
11224,1
11225,10
11226,3
11227,2
11228,7
11229,6
11230,1
11231,8
11232,1
11233,5
11234,10
11235,10
11236,7
11237,1
11238,1
11239,3
11240,7
11241,5
11242,1
11243,1
11244,15
11245,8
11246,11
11247,5
11248,1
11249,1
11250,1
11251,1
11252,1
11253,1
11254,2
11255,15
11256,1
11257,3
11258,2
11259,2
11260,3
11261,5
11262,10
11263,6
11264,4
11265,1
11266,1
11267,2
11268,1
11269,5
11270,3
11271,1
11272,1
11273,1
11274,9
11275,3
11276,1
11277,15
11278,3
11279,1
11280,1
11281,1
11282,2
11283,5
11284,1
11285,3
11286,1
11287,1
11288,2
11289,1
11290,3
11291,1
11292,1
11293,3
11294,1
11295,1
11296,4
11297,5
11298,19
11299,2
11300,1
11301,1
11302,2
11303,4
11304,5
11305,4
11306,1
11307,1
11308,1
11309,39
11310,1
11311,1
11312,1
11313,2
11314,1
11315,4
11316,1
11317,1
11318,1
11319,9
11320,2
11321,1
11322,3
11323,3
11324,4
11325,1
11326,1
11327,2
11328,1
11329,1
11330,1
11331,1
11332,3
11333,1
11334,1
11335,1
11336,1
11337,8
11338,1
11339,1
11340,2
11341,6
11342,1
11343,6
11344,5
11345,3
11346,4
11347,1
11348,4
11349,2
11350,3
11351,1
11352,2
11353,26
11354,2
11355,1
11356,2
11357,2
11358,5
11359,1
11360,1
11361,1
11362,2
11363,2
11364,1
11365,6
11366,2
11367,1
11368,1
11369,2
11370,1
11371,1
11372,4
11373,3
11374,21
11375,3
11376,1
11377,3
11378,2
11379,1
11380,1
11381,1
11382,1
11383,1
11384,15
11385,1
11386,1
11387,1
11388,1
11389,1
11390,7
11391,1
11392,1
11393,1
11394,2
11395,5
11396,1
11397,4
11398,2
11399,6
11400,1
11401,9
11402,18
11403,2
11404,3
11405,5
11406,1
11407,2
11408,2
11409,3
11410,22
11411,2
11412,2
11413,2
11414,6
11415,2
11416,5
11417,3
11418,2
11419,1
11420,1
11421,1
11422,1
11423,1
11424,1
11425,1
11426,1
11427,1
11428,5
11429,8
11430,1
11431,4
11432,1
11433,2
11434,1
11435,4
11436,4
11437,3
11438,3
11439,1
11440,1
11441,4
11442,1
11443,17
11444,4
11445,1
11446,1
11447,1
11448,6
11449,2
11450,2
11451,2
11452,1
11453,1
11454,6
11455,1
11456,2
11457,2
11458,14
11459,1
11460,5
11461,1
11462,1
11463,4
11464,1
11465,9
11466,1
11467,11
11468,1
11469,1
11470,1
11471,1
11472,8
11473,15
11474,4
11475,1
11476,2
11477,1
11478,1
11479,2
11480,1
11481,5
11482,8
11483,1
11484,1
11485,1
11486,1
11487,1
11488,1
11489,1
11490,22
11491,1
11492,1
11493,1
11494,10
11495,3
11496,1
11497,13
11498,5
11499,1
11500,4
11501,5
11502,3
11503,1
11504,1
11505,1
11506,2
11507,1
11508,2
11509,2
11510,4
11511,4
11512,2
11513,1
11514,1
11515,4
11516,5
11517,1
11518,1
11519,3
11520,1
11521,1
11522,1
11523,1
11524,1
11525,1
11526,6
11527,2
11528,1
11529,10
11530,1
11531,1
11532,1
11533,7
11534,1
11535,1
11536,2
11537,1
11538,1
11539,5
11540,3
11541,3
11542,4
11543,2
11544,1
11545,4
11546,9
11547,2
11548,20
11549,4
11550,1
11551,1
11552,1
11553,6
11554,4
11555,1
11556,4
11557,1
11558,1
11559,7
11560,1
11561,26
11562,5
11563,1
11564,1
11565,12
11566,6
11567,1
11568,11
11569,1
11570,2
11571,2
11572,1
11573,1
11574,2
11575,1
11576,3
11577,3
11578,1
11579,17
11580,1
11581,1
11582,5
11583,1
11584,1
11585,3
11586,5
11587,1
11588,1
11589,5
11590,3
11591,24
11592,1
11593,1
11594,2
11595,10
11596,1
11597,2
11598,1
11599,2
11600,1
11601,1
11602,5
11603,1
11604,1
11605,8
11606,1
11607,1
11608,1
11609,1
11610,1
11611,7
11612,5
11613,1
11614,2
11615,1
11616,36
11617,1
11618,3
11619,4
11620,1
11621,1
11622,4
11623,1
11624,1
11625,1
11626,1
11627,4
11628,1
11629,4
11630,15
11631,1
11632,1
11633,1
11634,10
11635,2
11636,3
11637,1
11638,1
11639,2
11640,4
11641,20
11642,2
11643,1
11644,1
11645,4
11646,2
11647,1
11648,3
11649,1
11650,1
11651,14
11652,13
11653,3
11654,1
11655,1
11656,3
11657,2
11658,3
11659,1
11660,1
11661,3
11662,35
11663,7
11664,1
11665,6
11666,2
11667,3
11668,3
11669,3
11670,1
11671,3
11672,3
11673,1
11674,2
11675,4
11676,1
11677,1
11678,2
11679,2
11680,1
11681,1
11682,14
11683,1
11684,1
11685,1
11686,11
11687,1
11688,4
11689,1
11690,1
11691,1
11692,3
11693,7
11694,2
11695,1
11696,1
11697,4
11698,1
11699,1
11700,5
11701,2
11702,1
11703,1
11704,7
11705,15
11706,19
11707,8
11708,10
11709,1
11710,1
11711,3
11712,1
11713,1
11714,2
11715,9
11716,1
11717,7
11718,5
11719,1
11720,11
11721,14
11722,1
11723,1
11724,1
11725,1
11726,4
11727,1
11728,5
11729,1
11730,15
11731,2
11732,3
11733,1
11734,2
11735,8
11736,2
11737,5
11738,4
11739,2
11740,1
11741,5
11742,1
11743,16
11744,2
11745,2
11746,2
11747,2
11748,1
11749,1
11750,1
11751,5
11752,4
11753,2
11754,1
11755,1
11756,3
11757,2
11758,1
11759,5
11760,1
11761,3
11762,1
11763,1
11764,8
11765,3
11766,7
11767,2
11768,4
11769,15
11770,7
11771,2
11772,6
11773,4
11774,1
11775,16
11776,12
11777,1
11778,1
11779,1
11780,1
11781,1
11782,1
11783,3
11784,5
11785,1
11786,3
11787,2
11788,1
11789,3
11790,3
11791,17
11792,1
11793,1
11794,1
11795,1
11796,2
11797,2
11798,8
11799,1
11800,7
11801,2
11802,2
11803,31
11804,2
11805,1
11806,3
11807,1
11808,1
11809,9
11810,2
11811,1
11812,3
11813,22
11814,1
11815,2
11816,9
11817,3
11818,2
11819,2
11820,8
11821,3
11822,1
11823,1
11824,1
11825,7
11826,1
11827,23
11828,10
11829,2
11830,2
11831,4
11832,1
11833,4
11834,2
11835,1
11836,1
11837,1
11838,8
11839,1
11840,7
11841,1
11842,1
11843,8
11844,1
11845,2
11846,4
11847,2
11848,2
11849,12
11850,3
11851,2
11852,12
11853,2
11854,2
11855,2
11856,2
11857,4
11858,3
11859,7
11860,1
11861,14
11862,9
11863,4
11864,1
11865,1
11866,1
11867,1
11868,4
11869,1
11870,1
11871,1
11872,21
11873,7
11874,1
11875,6
11876,1
11877,7
11878,2
11879,10
11880,1
11881,4
11882,3
11883,4
11884,2
11885,1
11886,3
11887,1
11888,2
11889,9
11890,9
11891,1
11892,1
11893,7
11894,2
11895,1
11896,4
11897,1
11898,3
11899,3
11900,5
11901,7
11902,1
11903,2
11904,5
11905,1
11906,1
11907,6
11908,4
11909,4
11910,14
11911,2
11912,1
11913,3
11914,2
11915,4
11916,2
11917,1
11918,8
11919,1
11920,1
11921,1
11922,7
11923,2
11924,8
11925,10
11926,1
11927,7
11928,2
11929,1
11930,1
11931,3
11932,3
11933,1
11934,7
11935,1
11936,8
11937,2
11938,1
11939,1
11940,2
11941,6
11942,1
11943,1
11944,1
11945,5
11946,6
11947,1
11948,2
11949,2
11950,1
11951,1
11952,1
11953,1
11954,15
11955,1
11956,2
11957,5
11958,2
11959,2
11960,1
11961,1
11962,3
11963,1
11964,3
11965,1
11966,1
11967,1
11968,3
11969,2
11970,1
11971,2
11972,3
11973,2
11974,3
11975,2
11976,1
11977,3
11978,1
11979,29
11980,1
11981,12
11982,5
11983,3
11984,8
11985,4
11986,2
11987,1
11988,1
11989,5
11990,6
11991,1
11992,1
11993,8
11994,3
11995,9
11996,10
11997,16
11998,4
11999,2
12000,5
12001,1
12002,1
12003,1
12004,1
12005,2
12006,8
12007,3
12008,9
12009,2
12010,1
12011,1
12012,30
12013,3
12014,1
12015,7
12016,4
12017,1
12018,3
12019,3
12020,1
12021,1
12022,1
12023,2
12024,7
12025,1
12026,1
12027,5
12028,1
12029,2
12030,2
12031,1
12032,12
12033,2
12034,7
12035,4
12036,1
12037,1
12038,1
12039,9
12040,6
12041,6
12042,2
12043,2
12044,1
12045,1
12046,11
12047,5
12048,1
12049,2
12050,1
12051,1
12052,3
12053,1
12054,1
12055,14
12056,3
12057,4
12058,1
12059,8
12060,1
12061,1
12062,1
12063,9
12064,1
12065,1
12066,4
12067,1
12068,1
12069,1
12070,3
12071,1
12072,1
12073,5
12074,6
12075,8
12076,1
12077,1
12078,4
12079,1
12080,1
12081,1
12082,4
12083,1
12084,8
12085,6
12086,11
12087,8
12088,1
12089,15
12090,2
12091,1
12092,3
12093,1
12094,1
12095,5
12096,8
12097,3
12098,1
12099,1
12100,7
12101,1
12102,4
12103,1
12104,4
12105,1
12106,4
12107,2
12108,3
12109,2
12110,2
12111,3
12112,6
12113,2
12114,1
12115,1
12116,5
12117,2
12118,3
12119,1
12120,2
12121,1
12122,1
12123,3
12124,22
12125,1
12126,1
12127,1
12128,1
12129,1
12130,1
12131,3
12132,1
12133,4
12134,1
12135,1
12136,1
12137,1
12138,2
12139,1
12140,1
12141,1
12142,1
12143,1
12144,1
12145,1
12146,1
12147,1
12148,1
12149,9
12150,1
12151,1
12152,7
12153,15
12154,3
12155,6
12156,2
12157,1
12158,1
12159,5
12160,1
12161,1
12162,2
12163,1
12164,1
12165,1
12166,1
12167,1
12168,4
12169,1
12170,1
12171,2
12172,5
12173,5
12174,1
12175,8
12176,2
12177,8
12178,7
12179,1
12180,3
12181,14
12182,1
12183,1
12184,1
12185,1
12186,9
12187,1
12188,2
12189,6
12190,4
12191,3
12192,1
12193,3
12194,1
12195,2
12196,11
12197,1
12198,3
12199,3
12200,3
12201,1
12202,2
12203,2
12204,1
12205,1
12206,1
12207,3
12208,2
12209,6
12210,15
12211,1
12212,4
12213,2
12214,1
12215,1
12216,1
12217,1
12218,1
12219,1
12220,1
12221,1
12222,3
12223,13
12224,3
12225,1
12226,4
12227,1
12228,1
12229,1
12230,3
12231,1
12232,2
12233,1
12234,5
12235,3
12236,1
12237,1
12238,3
12239,1
12240,15
12241,5
12242,1
12243,25
12244,2
12245,1
12246,1
12247,2
12248,2
12249,2
12250,10
12251,1
12252,5
12253,1
12254,3
12255,5
12256,1
12257,5
12258,2
12259,1
12260,2
12261,3
12262,1
12263,1
12264,4
12265,1
12266,1
12267,1
12268,1
12269,1
12270,1
12271,7
12272,1
12273,1
12274,7
12275,6
12276,2
12277,1
12278,1
12279,17
12280,6
12281,3
12282,4
12283,1
12284,1
12285,1
12286,4
12287,1
12288,1
12289,7
12290,5
12291,2
12292,4
12293,12
12294,2
12295,1
12296,2
12297,1
12298,3
12299,2
12300,1
12301,1
12302,4
12303,1
12304,1
12305,2
12306,9
12307,3
12308,1
12309,2
12310,2
12311,7
12312,1
12313,1
12314,9
12315,3
12316,3
12317,1
12318,1
12319,1
12320,1
12321,5
12322,1
12323,5
12324,2
12325,1
12326,1
12327,2
12328,3
12329,2
12330,2
12331,2
12332,3
12333,1
12334,1
12335,2
12336,1
12337,1
12338,2
12339,3
12340,3
12341,2
12342,8
12343,7
12344,3
12345,1
12346,1
12347,1
12348,10
12349,19
12350,2
12351,1
12352,2
12353,5
12354,1
12355,2
12356,1
12357,1
12358,3
12359,4
12360,5
12361,2
12362,1
12363,2
12364,3
12365,2
12366,3
12367,1
12368,1
12369,4
12370,2
12371,1
12372,2
12373,1
12374,1
12375,1
12376,1
12377,1
12378,2
12379,2
12380,1
12381,1
12382,1
12383,8
12384,1
12385,1
12386,1
12387,6
12388,4
12389,1
12390,1
12391,1
12392,3
12393,1
12394,5
12395,1
12396,8
12397,2
12398,2
12399,30
12400,2
12401,1
12402,1
12403,3
12404,1
12405,3
12406,2
12407,1
12408,11
12409,1
12410,1
12411,1
12412,1
12413,9
12414,2
12415,1
12416,1
12417,1
12418,1
12419,1
12420,1
12421,1
12422,1
12423,1
12424,1
12425,1
12426,5
12427,3
12428,1
12429,1
12430,1
12431,1
12432,1
12433,4
12434,2
12435,1
12436,1
12437,2
12438,2
12439,1
12440,2
12441,1
12442,9
12443,5
12444,4
12445,1
12446,1
12447,2
12448,1
12449,2
12450,4
12451,2
12452,9
12453,2
12454,1
12455,6
12456,6
12457,3
12458,2
12459,1
12460,10
12461,2
12462,9
12463,10
12464,1
12465,6
12466,2
12467,1
12468,2
12469,1
12470,1
12471,7
12472,1
12473,1
12474,2
12475,5
12476,3
12477,2
12478,4
12479,22
12480,1
12481,1
12482,1
12483,1
12484,4
12485,1
12486,4
12487,3
