,0
17018,1
17019,2
17020,1
17021,1
17022,1
17023,1
17024,1
17025,2
17026,2
17027,1
17028,4
17029,1
17030,2
17031,1
17032,1
17033,1
17034,2
17035,1
17036,1
17037,4
17038,1
17039,1
17040,2
17041,1
17042,1
17043,4
17044,2
17045,1
17046,1
17047,1
17048,2
17049,2
17050,1
17051,1
17052,1
17053,1
17054,1
17055,1
17056,4
17057,3
17058,2
17059,1
17060,1
17061,2
17062,10
17063,1
17064,1
17065,1
17066,2
17067,2
17068,1
17069,6
17070,8
17071,2
17072,3
17073,3
17074,2
17075,3
17076,1
17077,3
17078,1
17079,1
17080,1
17081,3
17082,1
17083,1
17084,1
17085,1
17086,1
17087,1
17088,1
17089,5
17090,3
17091,1
17092,1
17093,1
17094,3
17095,4
17096,2
17097,1
17098,1
17099,1
17100,1
17101,2
17102,1
17103,1
17104,1
17105,1
17106,4
17107,1
17108,1
17109,1
17110,2
17111,1
17112,1
17113,2
17114,1
17115,1
17116,1
17117,2
17118,2
17119,9
17120,1
17121,7
17122,2
17123,1
17124,2
17125,2
17126,3
17127,4
17128,1
17129,1
17130,1
17131,1
17132,1
17133,3
17134,1
17135,1
17136,1
17137,2
17138,2
17139,1
17140,1
17141,2
17142,1
17143,1
17144,9
17145,1
17146,2
17147,2
17148,1
17149,1
17150,1
17151,2
17152,3
17153,1
17154,4
17155,1
17156,4
17157,1
17158,1
17159,2
17160,1
17161,1
17162,1
17163,1
17164,4
17165,13
17166,1
17167,1
17168,2
17169,1
17170,4
17171,1
17172,1
17173,12
17174,3
17175,1
17176,1
17177,1
17178,2
17179,1
17180,1
17181,1
17182,1
17183,5
17184,3
17185,2
17186,3
17187,1
17188,7
17189,8
17190,1
17191,4
17192,1
17193,1
17194,1
17195,11
17196,1
17197,1
17198,1
17199,7
17200,2
17201,1
17202,4
17203,14
17204,1
17205,1
17206,1
17207,1
17208,1
17209,1
17210,1
17211,1
17212,8
17213,1
17214,1
17215,6
17216,1
17217,6
17218,5
17219,1
17220,1
17221,1
17222,1
17223,1
17224,2
17225,1
17226,1
17227,1
17228,1
17229,1
17230,1
17231,1
17232,1
17233,7
17234,2
17235,1
17236,1
17237,1
17238,1
17239,1
17240,1
17241,3
17242,4
17243,4
17244,1
17245,1
17246,2
17247,2
17248,1
17249,3
17250,1
17251,2
17252,3
17253,1
17254,1
17255,1
17256,1
17257,1
17258,3
17259,1
17260,3
17261,2
17262,2
17263,5
17264,2
17265,1
17266,3
17267,4
17268,1
17269,1
17270,3
17271,1
17272,9
17273,2
17274,3
17275,2
17276,1
17277,2
17278,1
17279,3
17280,1
17281,1
17282,1
17283,3
17284,2
17285,1
17286,1
17287,1
17288,2
17289,1
17290,3
17291,2
17292,1
17293,2
17294,7
17295,1
17296,1
17297,2
17298,1
17299,1
17300,1
17301,1
17302,2
17303,1
17304,2
17305,2
17306,1
17307,2
17308,11
17309,1
17310,1
17311,2
17312,6
17313,1
17314,1
17315,1
17316,1
17317,1
17318,1
17319,1
17320,1
17321,2
17322,3
17323,1
17324,1
17325,2
17326,1
17327,1
17328,3
17329,1
17330,1
17331,1
17332,1
17333,1
17334,1
17335,1
17336,1
17337,1
17338,1
17339,1
17340,2
17341,2
17342,2
17343,1
17344,1
17345,6
17346,6
17347,1
17348,1
17349,2
17350,9
17351,1
17352,1
17353,3
17354,6
17355,1
17356,1
17357,2
17358,1
17359,2
17360,5
17361,4
17362,1
17363,1
17364,1
17365,2
17366,1
17367,3
17368,4
17369,5
17370,2
17371,1
17372,6
17373,1
17374,1
17375,15
17376,1
17377,1
17378,1
17379,1
17380,6
17381,2
17382,1
17383,6
17384,3
17385,1
17386,4
17387,1
17388,1
17389,1
17390,4
17391,3
17392,6
17393,6
17394,2
17395,2
17396,1
17397,1
17398,4
17399,2
17400,1
17401,2
17402,2
17403,1
17404,1
17405,1
17406,1
17407,1
17408,4
17409,2
17410,1
17411,1
17412,1
17413,1
17414,1
17415,2
17416,3
17417,4
17418,4
17419,1
17420,1
17421,3
17422,1
17423,1
17424,1
17425,1
17426,2
17427,5
17428,1
17429,2
17430,11
17431,1
17432,1
17433,1
17434,1
17435,3
17436,1
17437,1
17438,1
17439,3
17440,5
17441,1
17442,2
17443,1
17444,1
17445,1
17446,1
17447,1
17448,1
17449,1
17450,2
17451,2
17452,1
17453,1
17454,1
17455,1
17456,1
17457,3
17458,1
17459,2
17460,2
17461,2
17462,1
17463,2
17464,1
17465,1
17466,1
17467,4
17468,1
17469,7
17470,2
17471,2
17472,1
17473,2
17474,3
17475,2
17476,1
17477,1
17478,2
17479,2
17480,1
17481,1
17482,4
17483,2
17484,1
17485,14
17486,1
17487,1
17488,4
17489,6
17490,2
17491,1
17492,1
17493,1
17494,1
17495,1
17496,1
17497,1
17498,2
17499,1
17500,1
17501,2
17502,1
17503,1
17504,1
17505,1
17506,3
17507,1
17508,2
17509,1
17510,1
17511,1
17512,1
17513,2
17514,3
17515,1
17516,3
17517,5
17518,1
17519,1
17520,1
17521,1
17522,1
17523,2
17524,3
17525,1
17526,1
17527,1
17528,1
17529,5
17530,1
17531,1
17532,1
17533,1
17534,2
17535,1
17536,1
17537,3
17538,3
17539,3
17540,1
17541,1
17542,2
17543,1
17544,8
17545,1
17546,1
17547,10
17548,3
17549,2
17550,1
17551,1
17552,1
17553,1
17554,1
17555,1
17556,1
17557,2
17558,1
17559,1
17560,4
17561,1
17562,2
17563,1
17564,3
17565,4
17566,3
17567,1
17568,1
17569,1
17570,1
17571,1
17572,2
17573,1
17574,1
17575,1
17576,1
17577,2
17578,1
17579,2
17580,7
17581,1
17582,1
17583,8
17584,2
17585,2
17586,2
17587,2
17588,4
17589,1
17590,4
17591,1
17592,1
17593,1
17594,2
17595,3
17596,6
17597,3
17598,3
17599,2
17600,5
17601,1
17602,1
17603,2
17604,1
17605,2
17606,2
17607,1
17608,1
17609,1
17610,1
17611,5
17612,1
17613,4
17614,1
17615,1
17616,3
17617,2
17618,3
17619,2
17620,1
17621,1
17622,6
17623,1
17624,1
17625,1
17626,1
17627,7
17628,8
17629,1
17630,11
17631,1
17632,4
17633,1
17634,1
17635,3
17636,1
17637,1
17638,1
17639,1
17640,1
17641,3
17642,1
17643,1
17644,3
17645,1
17646,1
17647,1
17648,1
17649,1
17650,7
17651,3
17652,4
17653,1
17654,1
17655,1
17656,2
17657,1
17658,5
17659,2
17660,2
17661,4
17662,1
17663,1
17664,1
17665,3
17666,3
17667,1
17668,1
17669,1
17670,5
17671,2
17672,1
17673,2
17674,3
17675,1
17676,4
17677,1
17678,2
17679,1
17680,1
17681,1
17682,7
17683,1
17684,2
17685,5
17686,3
17687,2
17688,2
17689,2
17690,9
17691,2
17692,1
17693,5
17694,1
17695,6
17696,6
17697,2
17698,1
17699,1
17700,1
17701,1
17702,1
17703,2
17704,1
17705,1
17706,1
17707,1
17708,11
17709,1
17710,1
17711,1
17712,1
17713,3
17714,1
17715,1
17716,2
17717,2
17718,3
17719,3
17720,1
17721,1
17722,1
17723,1
17724,1
17725,1
17726,2
17727,1
17728,1
17729,2
17730,3
17731,1
17732,1
17733,3
17734,1
17735,4
17736,3
17737,1
17738,1
17739,3
17740,1
17741,1
17742,6
17743,1
17744,1
17745,1
17746,1
17747,4
17748,1
17749,1
17750,2
17751,1
17752,2
17753,1
17754,1
17755,1
17756,2
17757,1
17758,2
17759,7
17760,2
17761,2
17762,1
17763,4
17764,1
17765,1
17766,1
17767,1
17768,1
17769,1
17770,7
17771,1
17772,1
17773,1
17774,1
17775,4
17776,2
17777,2
17778,1
17779,2
17780,2
17781,1
17782,1
17783,8
17784,1
17785,2
17786,1
17787,1
17788,9
17789,1
17790,1
17791,1
17792,1
17793,1
17794,1
17795,1
17796,18
17797,1
17798,1
17799,3
17800,6
17801,3
17802,1
17803,1
17804,1
17805,2
17806,2
17807,1
17808,2
17809,1
17810,1
17811,1
17812,2
17813,1
17814,2
17815,1
17816,4
17817,7
17818,1
17819,1
17820,3
17821,8
17822,1
17823,3
17824,1
17825,4
17826,1
17827,1
17828,4
17829,1
17830,2
17831,7
17832,1
17833,1
17834,8
17835,2
17836,1
17837,2
17838,6
17839,1
17840,2
17841,1
17842,2
17843,2
17844,1
17845,1
17846,1
17847,1
17848,1
17849,1
17850,5
17851,4
17852,4
17853,1
17854,1
17855,1
17856,7
17857,1
17858,1
17859,1
17860,6
17861,1
17862,1
17863,2
17864,1
17865,1
17866,1
17867,1
17868,1
17869,1
17870,1
17871,4
17872,1
17873,2
17874,1
17875,4
17876,3
17877,4
17878,1
17879,1
17880,1
17881,1
17882,1
17883,1
17884,1
17885,1
17886,1
17887,1
17888,1
17889,1
17890,1
17891,3
17892,1
17893,1
17894,1
17895,1
17896,6
17897,2
17898,2
17899,1
17900,1
17901,4
17902,5
17903,1
17904,1
17905,2
17906,1
17907,1
17908,1
17909,1
17910,1
17911,1
17912,1
17913,1
17914,2
17915,1
17916,1
17917,1
17918,5
17919,1
17920,2
17921,2
17922,1
17923,1
17924,1
17925,3
17926,2
17927,1
17928,2
17929,1
17930,1
17931,1
17932,2
17933,1
17934,5
17935,1
17936,1
17937,1
17938,3
17939,2
17940,3
17941,2
17942,1
17943,1
17944,1
17945,1
17946,1
17947,5
17948,1
17949,1
17950,2
17951,1
17952,1
17953,2
17954,9
17955,1
17956,3
17957,1
17958,8
17959,1
17960,1
17961,2
17962,1
17963,3
17964,1
17965,1
17966,2
17967,1
17968,1
17969,3
17970,11
17971,1
17972,1
17973,4
17974,2
17975,5
17976,1
17977,1
17978,1
17979,3
17980,1
17981,1
17982,1
17983,4
17984,1
17985,1
17986,7
17987,1
17988,2
17989,2
17990,1
17991,1
17992,1
17993,1
17994,5
17995,1
17996,2
17997,1
17998,6
17999,1
18000,1
18001,3
18002,1
18003,2
18004,2
18005,1
18006,4
18007,4
18008,1
18009,1
18010,1
18011,2
18012,9
18013,2
18014,11
18015,1
18016,1
18017,5
18018,4
18019,1
18020,8
18021,5
18022,1
18023,2
18024,1
18025,1
18026,1
18027,1
18028,1
18029,3
18030,3
18031,8
18032,2
18033,1
18034,6
18035,1
18036,2
18037,4
18038,6
18039,2
18040,1
18041,1
18042,1
18043,1
18044,2
18045,1
18046,1
18047,2
18048,1
18049,1
18050,1
18051,1
18052,1
18053,2
18054,3
18055,1
18056,2
18057,1
18058,1
18059,2
18060,1
18061,1
18062,1
18063,7
18064,7
18065,1
18066,2
18067,3
18068,1
18069,3
18070,1
18071,6
18072,1
18073,1
18074,5
18075,1
18076,1
18077,1
18078,1
18079,4
18080,10
18081,2
18082,2
18083,1
18084,2
18085,3
18086,6
18087,3
18088,1
18089,3
18090,1
18091,2
18092,2
18093,1
18094,1
18095,1
18096,1
18097,1
18098,3
18099,1
18100,1
18101,1
18102,1
18103,5
18104,1
18105,1
18106,1
18107,1
18108,1
18109,1
18110,2
18111,4
18112,1
18113,1
18114,1
18115,3
18116,1
18117,1
18118,1
18119,2
18120,1
18121,1
18122,3
18123,1
18124,6
18125,2
18126,1
18127,1
18128,2
18129,1
18130,1
18131,1
18132,1
18133,1
18134,1
18135,1
18136,1
18137,2
18138,2
18139,9
18140,1
18141,7
18142,2
18143,3
18144,1
18145,1
18146,3
18147,1
18148,1
18149,1
18150,1
18151,1
18152,1
18153,1
18154,1
18155,4
18156,6
18157,1
18158,2
18159,1
18160,1
18161,1
18162,1
18163,1
18164,1
18165,1
18166,2
18167,5
18168,1
18169,1
18170,1
18171,1
18172,1
18173,1
18174,4
18175,1
18176,1
18177,1
18178,1
18179,1
18180,1
18181,1
18182,2
18183,1
18184,2
18185,1
18186,8
18187,11
18188,2
18189,1
18190,1
18191,2
18192,4
18193,1
18194,1
18195,1
18196,4
18197,1
18198,2
18199,1
18200,1
18201,3
18202,5
18203,1
18204,7
18205,1
18206,3
18207,1
18208,2
18209,2
18210,3
18211,2
18212,1
18213,2
18214,1
18215,2
18216,4
18217,8
18218,3
18219,2
18220,1
18221,1
18222,2
18223,2
18224,1
18225,1
18226,1
18227,2
18228,2
18229,8
18230,2
18231,1
18232,1
18233,1
18234,6
18235,1
18236,3
18237,1
18238,1
18239,1
18240,5
18241,1
18242,1
18243,1
18244,1
18245,1
18246,1
18247,1
18248,4
18249,7
18250,1
18251,3
18252,1
18253,1
18254,1
18255,3
18256,2
18257,1
18258,1
18259,1
18260,3
18261,1
18262,2
18263,1
18264,1
18265,1
18266,1
18267,2
18268,3
18269,1
18270,1
18271,1
18272,2
18273,2
18274,3
18275,4
18276,1
18277,1
18278,7
18279,1
18280,4
18281,2
18282,6
18283,6
18284,1
18285,1
18286,9
18287,1
18288,1
18289,1
18290,6
18291,1
18292,3
18293,3
18294,8
18295,1
18296,1
18297,3
18298,3
18299,1
18300,4
18301,3
18302,1
18303,3
18304,1
18305,1
18306,1
18307,1
18308,6
18309,3
18310,1
18311,1
18312,1
18313,2
18314,1
18315,1
18316,2
18317,1
18318,1
18319,1
18320,1
18321,2
18322,2
18323,1
18324,1
18325,1
18326,1
18327,1
18328,1
18329,4
18330,1
18331,1
18332,1
18333,2
18334,1
18335,4
18336,4
18337,1
18338,1
18339,4
18340,1
18341,1
18342,1
18343,4
18344,5
18345,1
18346,1
18347,7
18348,2
18349,1
18350,1
18351,1
18352,1
18353,5
18354,2
18355,1
18356,2
18357,1
18358,3
18359,1
18360,4
18361,1
18362,5
18363,1
18364,1
18365,1
18366,1
18367,1
18368,1
18369,1
18370,1
18371,1
18372,1
18373,1
18374,1
18375,8
18376,1
18377,4
18378,1
18379,1
18380,1
18381,3
18382,1
18383,1
18384,1
18385,1
18386,5
18387,1
18388,2
18389,4
18390,1
18391,1
18392,2
18393,2
18394,2
18395,1
18396,1
18397,1
18398,1
18399,2
18400,2
18401,1
18402,1
18403,1
18404,1
18405,1
18406,1
18407,2
18408,1
18409,1
18410,3
18411,2
18412,2
18413,2
18414,1
18415,2
18416,1
18417,2
18418,3
18419,2
18420,1
18421,1
18422,1
18423,1
18424,2
18425,1
18426,1
18427,1
18428,1
18429,1
18430,1
18431,1
18432,1
18433,1
18434,2
18435,3
18436,1
18437,2
18438,1
18439,5
18440,1
18441,1
18442,3
18443,1
18444,2
18445,1
18446,5
18447,2
18448,7
18449,3
18450,1
18451,1
18452,1
18453,12
18454,3
18455,1
18456,2
18457,1
18458,1
18459,1
18460,1
18461,1
18462,1
18463,1
18464,1
18465,1
18466,4
18467,6
18468,1
18469,1
18470,1
18471,1
18472,1
18473,1
18474,2
18475,4
18476,1
18477,4
18478,1
18479,1
18480,5
18481,1
18482,3
18483,2
18484,3
18485,1
18486,1
18487,6
18488,4
18489,4
18490,1
18491,1
18492,1
18493,2
18494,2
18495,1
18496,5
18497,1
18498,3
18499,1
18500,1
18501,1
18502,1
18503,2
18504,1
18505,1
18506,1
18507,1
18508,2
18509,1
18510,1
18511,1
18512,2
18513,1
18514,10
18515,1
18516,1
18517,1
18518,1
18519,1
18520,1
18521,1
18522,1
18523,2
18524,2
18525,3
18526,2
18527,3
18528,1
18529,3
18530,1
18531,1
18532,3
18533,2
18534,1
18535,4
18536,2
18537,1
18538,3
18539,2
18540,5
18541,1
18542,1
18543,1
18544,1
18545,1
18546,1
18547,3
18548,4
18549,1
18550,1
18551,1
18552,3
18553,1
18554,1
18555,1
18556,2
18557,1
18558,1
18559,1
18560,6
18561,5
18562,1
18563,2
18564,1
18565,3
18566,1
18567,1
18568,2
18569,2
18570,3
18571,2
18572,1
18573,3
18574,1
18575,1
18576,3
18577,2
18578,9
18579,1
18580,1
18581,2
18582,1
18583,2
18584,1
18585,1
18586,1
18587,1
18588,3
18589,1
18590,1
18591,1
18592,4
18593,1
18594,1
18595,3
18596,1
18597,1
18598,3
18599,5
18600,1
18601,1
18602,2
18603,4
18604,2
18605,3
18606,1
18607,1
18608,1
18609,2
18610,1
18611,2
18612,1
18613,5
18614,9
18615,1
18616,4
18617,1
18618,4
18619,4
18620,1
18621,1
18622,1
18623,4
18624,1
18625,1
18626,1
18627,1
18628,2
18629,1
18630,1
18631,1
18632,1
18633,2
18634,1
18635,1
18636,1
18637,1
18638,1
18639,2
18640,4
18641,1
18642,1
18643,1
18644,1
18645,1
18646,1
18647,4
18648,2
18649,1
18650,1
18651,1
18652,1
18653,1
18654,1
18655,2
18656,2
18657,2
18658,2
18659,2
18660,5
18661,2
18662,1
18663,6
18664,3
18665,8
18666,3
18667,1
18668,1
18669,1
18670,1
18671,2
18672,1
18673,1
18674,1
18675,1
18676,1
18677,1
18678,3
18679,2
18680,4
18681,1
18682,1
18683,1
18684,2
18685,2
18686,2
18687,1
18688,5
18689,1
18690,1
18691,1
18692,3
18693,2
18694,1
18695,5
18696,1
18697,2
18698,1
18699,3
18700,2
18701,1
18702,2
18703,1
18704,1
18705,2
18706,2
18707,1
18708,1
18709,1
18710,2
18711,1
18712,1
18713,1
18714,5
18715,1
18716,1
18717,1
18718,1
18719,12
18720,1
18721,1
18722,2
18723,7
18724,3
18725,2
18726,1
18727,1
18728,3
18729,1
18730,1
18731,1
18732,1
18733,1
18734,2
18735,1
18736,1
18737,2
18738,5
18739,2
18740,1
18741,1
18742,1
18743,6
18744,1
18745,2
18746,1
18747,1
18748,1
18749,1
18750,1
18751,1
18752,1
18753,2
18754,1
18755,1
18756,1
18757,1
18758,1
18759,1
18760,2
18761,1
18762,7
18763,1
18764,1
18765,2
18766,1
18767,5
18768,1
18769,2
18770,1
18771,1
18772,2
18773,3
18774,1
18775,6
18776,1
18777,3
18778,4
18779,1
18780,1
18781,1
18782,1
18783,4
18784,1
18785,1
18786,2
18787,6
18788,2
18789,1
18790,2
18791,3
18792,1
18793,5
18794,2
18795,6
18796,3
18797,2
18798,2
18799,1
18800,2
18801,1
18802,1
18803,1
18804,4
18805,1
18806,1
18807,2
18808,2
18809,1
18810,1
18811,3
18812,1
18813,1
18814,1
18815,1
18816,1
18817,4
18818,2
18819,4
18820,3
18821,1
18822,1
18823,2
18824,1
18825,2
18826,1
18827,1
18828,3
18829,1
18830,1
18831,1
18832,1
18833,1
18834,6
18835,1
18836,1
18837,1
18838,1
18839,2
18840,5
18841,1
18842,1
18843,6
18844,2
18845,1
18846,1
18847,10
18848,1
18849,4
18850,1
18851,5
18852,1
18853,2
18854,1
18855,1
18856,1
18857,2
18858,2
18859,3
18860,2
18861,2
18862,4
18863,1
18864,1
18865,2
18866,5
18867,1
18868,1
18869,1
18870,1
18871,3
18872,4
18873,4
18874,1
18875,1
18876,3
18877,3
18878,1
18879,1
18880,1
18881,1
18882,1
18883,1
18884,1
18885,1
18886,1
18887,1
18888,1
18889,1
18890,1
18891,1
18892,1
18893,2
18894,1
18895,1
18896,1
18897,2
18898,1
18899,2
18900,13
18901,1
18902,1
18903,12
18904,1
18905,2
18906,2
18907,1
18908,1
18909,1
18910,1
18911,4
18912,3
18913,13
18914,1
18915,1
18916,1
18917,1
18918,1
18919,1
18920,2
18921,1
18922,1
18923,1
18924,2
18925,1
18926,1
18927,5
18928,2
18929,4
18930,1
18931,1
18932,2
18933,1
18934,1
18935,1
18936,2
18937,1
18938,1
18939,3
18940,1
18941,1
18942,2
18943,1
18944,2
18945,1
18946,2
18947,1
18948,1
18949,2
18950,3
18951,7
18952,1
18953,1
18954,1
18955,1
18956,4
18957,2
18958,1
18959,2
18960,1
18961,1
18962,1
18963,1
18964,2
18965,1
18966,1
18967,3
18968,2
18969,1
18970,2
18971,1
18972,2
18973,1
18974,1
18975,1
18976,1
18977,1
18978,1
18979,1
18980,8
18981,1
18982,1
18983,5
18984,2
18985,1
18986,3
18987,2
18988,2
18989,1
18990,2
18991,1
18992,1
18993,1
18994,4
18995,1
18996,2
18997,1
18998,1
18999,4
19000,1
19001,1
19002,2
19003,1
19004,3
19005,4
19006,1
19007,1
19008,1
19009,3
19010,1
19011,1
19012,2
19013,2
19014,2
19015,1
19016,1
19017,3
19018,1
19019,1
19020,1
19021,1
19022,3
19023,3
19024,1
19025,1
19026,1
19027,1
19028,2
19029,1
19030,1
19031,1
19032,2
19033,1
19034,1
19035,1
19036,1
19037,2
19038,1
19039,2
19040,3
19041,3
19042,1
19043,2
19044,1
19045,1
19046,1
19047,2
19048,1
19049,1
19050,1
19051,1
19052,1
19053,1
19054,3
19055,3
19056,1
19057,2
19058,1
19059,2
19060,3
19061,3
19062,1
19063,2
19064,1
19065,1
19066,2
19067,2
19068,5
19069,1
19070,1
19071,1
19072,1
19073,1
19074,3
19075,1
19076,1
19077,3
19078,1
19079,1
19080,2
19081,1
19082,2
19083,1
19084,2
19085,1
19086,1
19087,2
19088,2
19089,2
19090,2
19091,1
19092,1
19093,1
19094,1
19095,1
19096,1
19097,1
19098,1
19099,2
19100,2
19101,1
19102,1
19103,2
19104,1
19105,2
19106,9
19107,3
19108,2
19109,1
19110,1
19111,2
19112,3
19113,6
19114,1
19115,3
19116,2
19117,1
19118,1
19119,2
19120,1
19121,1
19122,4
19123,1
19124,1
19125,2
19126,2
19127,1
19128,1
19129,1
19130,1
19131,4
19132,1
19133,1
19134,1
19135,1
19136,4
19137,1
19138,1
19139,4
19140,1
19141,1
19142,1
19143,1
19144,1
19145,1
19146,1
19147,1
19148,2
19149,2
19150,1
19151,6
19152,2
19153,1
19154,6
19155,1
19156,1
19157,1
19158,1
19159,1
19160,13
19161,3
19162,1
19163,1
19164,1
19165,1
19166,1
19167,1
19168,1
19169,2
19170,1
19171,2
19172,1
19173,1
19174,1
19175,2
19176,1
19177,1
19178,1
19179,1
19180,1
19181,2
19182,1
19183,3
19184,1
19185,1
19186,1
19187,1
19188,1
19189,2
19190,3
19191,1
19192,1
19193,1
19194,1
19195,1
19196,2
19197,1
19198,1
19199,2
19200,1
19201,1
19202,1
19203,1
19204,1
19205,1
19206,1
19207,5
19208,1
19209,2
19210,1
19211,1
19212,1
19213,3
19214,1
19215,2
19216,1
19217,1
19218,1
19219,1
19220,1
19221,4
19222,1
19223,1
19224,1
19225,6
19226,1
19227,2
19228,5
19229,1
19230,3
19231,1
19232,5
19233,4
19234,2
19235,1
19236,3
19237,1
19238,1
19239,1
19240,2
19241,3
19242,1
19243,1
19244,1
19245,3
19246,1
19247,1
19248,2
19249,1
19250,4
19251,1
19252,2
19253,1
19254,1
19255,6
19256,1
19257,2
19258,1
19259,2
19260,2
19261,1
19262,1
19263,1
19264,1
19265,1
19266,1
19267,1
19268,2
19269,1
19270,3
19271,8
19272,3
19273,2
19274,1
19275,1
19276,1
19277,3
19278,1
19279,1
19280,1
19281,1
19282,1
19283,1
19284,1
19285,1
19286,1
19287,1
19288,5
19289,1
19290,1
19291,1
19292,4
19293,1
19294,1
19295,1
19296,1
19297,1
19298,1
19299,1
19300,8
19301,1
19302,2
19303,1
19304,2
19305,3
19306,2
19307,1
19308,1
19309,1
19310,1
19311,1
19312,1
19313,1
19314,1
19315,1
19316,2
19317,1
19318,1
19319,1
19320,5
19321,1
19322,1
19323,1
19324,1
19325,1
19326,2
19327,1
19328,1
19329,1
19330,1
19331,2
19332,1
19333,4
19334,1
19335,1
19336,1
19337,1
19338,8
19339,2
19340,2
19341,1
19342,2
19343,2
19344,1
19345,1
19346,1
19347,2
19348,1
19349,1
19350,1
19351,1
19352,1
19353,1
19354,2
19355,5
19356,1
19357,2
19358,1
19359,4
19360,1
19361,2
19362,2
19363,1
19364,2
19365,1
19366,5
19367,2
19368,1
19369,4
19370,2
19371,1
19372,4
19373,1
19374,9
19375,1
19376,2
19377,1
19378,1
19379,2
19380,1
19381,1
19382,1
19383,1
19384,1
19385,1
19386,1
19387,3
19388,1
19389,1
19390,2
19391,2
19392,1
19393,1
19394,2
19395,6
19396,1
19397,1
19398,3
19399,1
19400,1
19401,2
19402,1
19403,1
19404,2
19405,3
19406,1
19407,3
19408,1
19409,1
19410,1
19411,1
19412,1
19413,1
19414,2
19415,2
19416,1
19417,1
19418,1
19419,1
19420,2
19421,1
19422,1
19423,1
19424,1
19425,1
19426,1
19427,1
19428,1
19429,1
19430,2
19431,1
19432,1
19433,1
19434,1
19435,1
19436,1
19437,2
19438,1
19439,1
19440,1
19441,1
19442,2
19443,1
19444,1
19445,3
19446,2
19447,6
19448,1
19449,3
19450,1
19451,1
19452,2
19453,1
19454,5
19455,2
19456,1
19457,3
19458,1
19459,1
19460,3
19461,1
19462,1
19463,1
19464,1
19465,1
19466,1
19467,1
19468,1
19469,1
19470,2
19471,1
19472,2
19473,1
19474,4
19475,1
19476,1
19477,2
19478,1
19479,3
19480,1
19481,1
19482,8
19483,1
19484,2
19485,1
19486,1
19487,3
19488,1
19489,1
19490,1
19491,2
19492,2
19493,2
19494,4
19495,1
19496,1
19497,1
19498,20
19499,2
19500,1
19501,1
19502,1
19503,1
19504,1
19505,2
19506,2
19507,2
19508,1
19509,1
19510,2
19511,3
19512,1
19513,1
19514,1
19515,1
19516,3
19517,1
19518,1
19519,1
19520,2
19521,1
19522,1
19523,11
19524,1
19525,1
19526,1
19527,7
19528,2
19529,7
19530,6
19531,1
19532,1
19533,1
19534,1
19535,1
19536,1
19537,1
19538,1
19539,1
19540,2
19541,1
19542,1
19543,1
19544,1
19545,1
19546,1
19547,1
19548,1
19549,7
19550,1
19551,1
19552,1
19553,1
19554,1
19555,3
19556,2
19557,1
19558,3
19559,1
19560,2
19561,1
19562,5
19563,2
19564,1
19565,1
19566,1
19567,1
19568,1
19569,1
19570,4
19571,1
19572,1
19573,1
19574,1
19575,2
19576,1
19577,1
19578,1
19579,11
19580,1
19581,1
19582,1
19583,1
19584,4
19585,1
19586,1
19587,1
19588,4
19589,2
19590,1
19591,4
19592,1
19593,3
19594,2
19595,5
19596,7
19597,2
19598,1
19599,2
19600,2
19601,2
19602,1
19603,1
19604,1
19605,7
19606,1
19607,5
19608,1
19609,1
19610,1
19611,3
19612,1
19613,1
19614,1
19615,2
19616,1
19617,1
19618,1
19619,1
19620,2
19621,1
19622,2
19623,3
19624,2
19625,1
19626,1
19627,1
19628,2
19629,1
19630,1
19631,4
19632,3
19633,1
19634,1
19635,2
19636,1
19637,1
19638,2
19639,2
19640,1
19641,8
19642,2
19643,2
19644,1
19645,1
19646,1
19647,2
19648,1
19649,5
19650,2
19651,4
19652,1
19653,1
19654,3
19655,3
19656,1
19657,2
19658,1
19659,1
19660,1
19661,2
19662,1
19663,1
19664,2
19665,1
19666,1
19667,6
19668,8
19669,1
19670,3
19671,1
19672,3
19673,4
19674,1
19675,3
19676,12
19677,1
19678,1
19679,1
19680,1
19681,2
19682,1
19683,1
19684,1
19685,5
19686,3
19687,1
19688,2
19689,4
19690,2
19691,1
19692,1
19693,1
19694,1
19695,1
19696,1
19697,1
19698,1
19699,1
19700,1
19701,2
19702,3
19703,1
19704,1
19705,2
19706,2
19707,1
19708,1
19709,2
19710,3
19711,1
19712,1
19713,1
19714,1
19715,1
19716,6
19717,1
19718,6
19719,2
19720,1
19721,3
19722,1
19723,1
19724,1
19725,1
19726,1
19727,1
19728,1
19729,1
19730,1
19731,1
19732,4
19733,2
19734,1
19735,4
19736,1
19737,1
19738,1
19739,2
19740,1
19741,1
19742,1
19743,1
19744,1
19745,1
19746,2
19747,2
19748,1
19749,1
19750,2
19751,2
19752,1
19753,1
19754,1
19755,3
19756,2
19757,1
19758,1
19759,5
19760,1
19761,1
19762,1
19763,2
19764,1
19765,3
19766,1
19767,1
19768,1
19769,1
19770,1
19771,1
19772,1
19773,1
19774,1
19775,1
19776,1
19777,1
19778,2
19779,1
19780,1
19781,2
19782,3
19783,1
19784,1
19785,1
19786,3
19787,1
19788,1
19789,1
19790,1
19791,1
19792,4
19793,2
19794,2
19795,3
19796,1
19797,1
19798,1
19799,2
19800,1
19801,1
19802,1
19803,1
19804,1
19805,3
19806,6
19807,2
19808,5
19809,1
19810,1
19811,5
19812,2
19813,1
19814,2
19815,1
19816,1
