,Unnamed: 0,id,length,N_nodes,normalized_length
125,127,127,16.17177404733729,29,2.3102534353338986
126,128,128,11.42861544177696,61,1.63265934882528
127,129,129,10.55701007233781,108,1.7595016787229685
128,130,130,11.659053562411296,61,1.943175593735216
129,131,131,48.36892484415649,43,3.720686526473576
130,132,132,12.753147439615969,43,1.594143429951996
131,133,133,28.59731773020363,70,3.1774797478004033
132,134,134,4.458558584425533,37,0.636936940632219
133,135,135,2.9703085640628006,60,0.2121648974330572
134,136,136,0.5635647297024681,30,0.06261830330027424
135,137,137,48.88646070128432,38,3.760496977021871
136,138,138,14.594693000462309,121,2.4324488334103846
137,139,139,5.381954834433545,54,0.5979949816037272
138,140,140,1.132419472572194,16,0.05960102487222074
139,141,141,14.137946320358122,67,1.2852678473052839
140,142,142,33.84947423880625,154,6.76989484776125
141,143,143,24.39223850627828,27,2.0326865421898566
142,144,144,43.238961067424206,134,3.603246755618684
143,145,145,15.978673417190432,71,1.997334177148804
144,146,146,19.35167681831709,33,0.8413772529703083
145,147,147,77.79371224633047,56,6.482809353860873
146,148,148,6.611341883225746,41,1.1018903138709577
147,149,149,8.242270333881114,29,0.8242270333881114
148,150,150,9.91745392231388,56,1.983490784462776
149,151,151,68.82566026870518,105,11.47094337811753
150,152,152,2.4087052543353806,28,0.26763391714837564
151,153,153,35.258987093162844,289,1.6789993853887069
152,154,154,58.6911057418045,123,14.672776435451125
153,155,155,0.3610549987900415,11,0.008596547590239083
154,156,156,94.69769872778936,88,7.284438363676104
155,157,157,86.42374863732144,157,28.807916212440478
156,158,158,13.15141913329038,70,2.19190318888173
157,159,159,23.69503851067249,61,1.4809399069170306
158,160,160,49.39191767245607,91,3.7993782824966207
159,161,161,65.64610901089475,187,9.378015572984964
160,162,162,55.44490090628943,152,2.7722450453144716
161,163,163,4.167198804408365,21,0.14369651049684015
162,164,164,3.410752000683161,81,0.26236553851408934
163,165,165,15.6210014077296,71,3.12420028154592
164,166,166,37.34188510639658,51,3.394716827854235
165,167,167,24.51489922871695,122,1.7510642306226392
166,168,168,0.8072908077319362,8,0.06727423397766134
167,169,169,2.9957507761417816,87,0.27234097964925286
168,170,170,35.70860903051469,318,8.927152257628672
169,171,171,39.02165228684336,116,4.335739142982596
170,172,172,0.8540228210931686,22,0.02189802105367099
171,173,173,52.08922518787992,98,2.8938458437711065
172,174,174,7.125608689915753,57,1.187601448319292
173,175,175,21.17243296659571,89,1.6286486897381316
174,176,176,38.01250387213488,266,3.1677086560112397
175,177,177,9.077505641156405,90,0.5043058689531336
176,178,178,13.916301624819358,112,0.38656393402275996
177,179,179,9.951346434912551,27,0.7654881873009655
178,180,180,27.355450428372148,61,1.6091441428454205
179,181,181,65.85522183288643,112,7.317246870320714
180,182,182,16.264165411511772,36,1.8071294901679746
181,183,183,120.3215944900992,226,9.25550726846917
182,184,184,52.83371697942115,76,5.870412997713461
183,185,185,74.84555880334678,129,3.118564950139449
184,186,186,88.61998428485671,146,8.056362207714246
185,187,187,11.96378361047448,92,0.6296728216039199
186,188,188,14.41199573760899,124,1.108615056739153
187,189,189,18.03524674065804,48,1.50293722838817
188,190,190,12.147628614418869,56,0.8676877581727763
189,191,191,20.942219204135657,35,3.490369867355943
190,192,192,4.327572847448942,21,0.7212621412414904
191,193,193,25.967999191852208,82,2.3607271992592915
192,194,194,93.45890109787643,197,11.682362637234554
193,195,195,31.132878465363103,118,1.945804904085194
194,196,196,2.78456503635648,28,0.13259833506459429
195,197,197,14.3110318025691,53,1.0222165573263644
196,198,198,2.0039754202263693,34,0.20039754202263693
197,199,199,83.43683301699642,312,7.585166637908765
198,200,200,2.895786421491162,59,0.41368377449873744
199,201,201,5.514323138161443,116,0.11253720690125395
200,202,202,78.33403754071462,125,9.791754692589327
201,203,203,49.31288061513378,84,3.082055038445861
202,204,204,37.22285984037558,156,2.481523989358372
203,205,205,33.63895590448645,114,2.587611992652804
204,206,206,82.17576296041412,72,4.565320164467451
205,207,207,29.663804885014507,186,1.2897306471745438
206,208,208,29.99602216725052,105,1.764471892191207
207,209,209,19.79041852348989,123,1.319361234899326
208,210,210,42.763905356722944,203,2.138195267836147
209,211,211,16.760503971344413,32,0.7618410896065643
210,212,212,32.95366238089004,90,1.3181464952356015
211,213,213,57.05673069799406,147,5.705673069799406
212,214,214,25.40398690082544,121,2.540398690082544
213,215,215,13.688189703247676,28,0.6518185572975084
214,216,216,17.55479450035902,154,1.1703196333572679
215,217,217,19.732795276918917,95,2.4665994096148647
216,218,218,8.332662267145755,54,0.41663311335728775
217,219,219,30.65934222490165,76,2.554945185408471
218,220,220,6.733771204933406,58,0.6733771204933406
219,221,221,6.712851414160544,32,0.6712851414160543
220,222,222,15.473784259351998,81,1.9342230324189997
221,223,223,6.627078913417457,70,1.1045131522362428
222,224,224,17.081344377749097,39,1.4234453648124248
223,225,225,33.47924298038851,105,3.043567543671683
224,226,226,14.745055327472466,86,2.106436475353209
225,227,227,15.612651791484836,184,1.3010543159570698
226,228,228,9.22064504463433,135,0.8382404586031208
227,229,229,17.246095517386536,111,0.5389404849183292
228,230,230,12.526581008301882,98,1.0438817506918234
229,231,231,28.02957316175993,130,2.1561210124430716
230,232,232,1.1785276225276,55,0.13094751361417778
231,233,233,40.79792265426419,314,4.079792265426419
232,234,234,40.79792265426419,314,6.7996537757106985
233,235,235,94.9623423216775,72,2.9675731975524218
234,236,236,55.1205519174724,148,1.7225172474210124
235,237,237,68.78203136445444,86,3.439101568222722
236,238,238,6.750890421391075,96,0.45005936142607167
237,239,239,13.110066031863676,38,0.8193791269914797
238,240,240,17.024777684320092,90,2.1280972105400116
239,241,241,2.749668518080344,88,0.229139043173362
240,242,242,23.15473984382928,82,1.543649322921952
241,243,243,33.475966057322985,59,2.3911404326659276
242,244,244,36.94143207791299,78,3.3583120070829993
243,245,245,2.997297421695784,12,0.4281853459565406
244,246,246,15.300667814226555,88,1.9125834767783194
245,247,247,11.117901758714137,72,1.389737719839267
246,248,248,26.48261244568364,99,2.2068843704736367
247,249,249,11.953725149359922,74,1.0867022863054474
248,250,250,18.622629303648168,63,0.7449051721459267
249,251,251,3.539417642526119,34,0.32176524022964714
250,252,252,49.177682073482586,123,9.835536414696517
251,253,253,10.126421845767176,33,1.6877369742945294
252,255,255,4.777421666271421,13,0.21715553028506457
253,256,256,1.3564068247759515,40,0.22606780412932526
254,257,257,1.680642623112261,28,1.680642623112261
255,258,258,21.92161774702205,70,4.38432354940441
256,259,259,7.032658796571278,21,1.1721097994285463
257,260,260,4.418905362175981,60,0.6312721945965688
258,261,261,6.666340660918047,66,0.7407045178797831
259,262,262,18.265267871977308,66,1.522105655998109
260,263,263,11.054331080735984,32,1.5791901543908549
261,264,264,21.68623273895751,71,1.8071860615797926
262,265,265,68.10845478094465,372,4.256778423809041
263,266,266,25.29973143675223,61,3.6142473481074613
264,267,267,31.676833543057995,293,3.1676833543057996
265,268,268,17.21232542422031,65,0.2967642314520743
266,269,269,1.305053983871986,27,0.16313174798399824
267,270,270,65.17105610156023,83,1.8103071139322284
268,271,271,1.1842578812559144,15,0.13158420902843493
269,272,272,8.785785093552452,103,1.0982231366940565
270,273,273,73.61648416906218,165,8.17960935211802
271,274,274,38.77145636226183,150,7.754291272452366
272,275,275,8.420974641266751,71,0.6014981886619107
273,276,276,6.054419111415605,82,0.2421767644566242
274,277,277,10.982520635710816,139,0.5780274018795166
275,278,278,47.437039928171984,248,5.929629991021498
276,279,279,52.15574650488311,82,4.346312208740259
277,280,280,10.316925631488928,112,0.8597438026240773
278,281,281,55.58616613280721,223,3.269774478400424
279,282,282,25.920159264764184,178,2.356378114978562
280,283,283,32.30655037026734,132,2.1537700246844893
281,284,284,16.4826907880425,108,0.5683686478635345
282,285,285,12.221439255236206,75,0.5313669241407046
283,286,286,11.141757024784653,103,0.8570582326757425
284,287,287,5.703530469954924,78,0.33550179235028965
285,288,288,16.09555732119479,135,1.341296443432899
286,289,289,2.6457056464998283,44,0.22047547054165237
287,290,290,7.393510009516641,104,0.5281078578226172
288,291,291,38.80345318890645,160,2.58689687926043
289,292,292,15.639746608075932,115,1.563974660807593
290,293,293,37.12158975250718,84,3.0934658127089314
291,294,294,15.600710430802875,84,0.9176888488707574
292,295,295,4.79190541640194,32,0.3194603610934627
293,296,296,23.816935312377723,111,1.9847446093648102
294,297,297,3.492915349686704,86,0.23286102331244693
295,298,298,9.117386791466146,89,1.1396733489332682
296,299,299,19.95559547711128,293,1.8141450433737527
297,300,300,8.137055862412716,93,0.8137055862412715
298,301,301,18.83314511541701,94,2.3541431394271264
299,302,302,7.153587106031675,108,0.3110255263492033
300,303,303,56.28793798925533,379,3.311055175838549
301,304,304,11.639793525437918,75,0.5819896762718959
302,305,305,6.455702930039312,48,0.37974723117878306
303,306,306,60.94114964720585,111,1.1719451855231893
304,307,307,17.72588504677055,174,2.532269292395793
305,308,308,2.96714751027485,47,0.32968305669720555
306,309,309,49.46370568182716,78,2.909629745989833
307,310,310,10.67627483165958,119,0.48528521962089
308,311,311,8.346418372579855,57,1.0433022965724819
309,312,312,4.153649534990263,26,0.377604503180933
310,313,313,95.5719666051398,102,5.621880388537636
311,314,314,5.9612857214463855,82,0.8516122459209122
312,315,315,9.19941828226946,59,1.31420261175278
313,316,316,75.5406639236245,101,7.554066392362451
314,317,317,17.04371164725379,181,1.5494283315685264
315,318,318,10.72863524714208,140,0.9753304770129163
316,319,319,35.05816945630471,54,2.6967822658695932
317,320,320,2.7766154296370917,7,0.18510769530913945
318,321,321,4.769091248967409,64,0.22709958328416233
319,322,322,21.9431470768443,100,1.6879343905264848
320,323,323,3.852870747888853,68,0.3502609770808048
321,324,324,34.1316010407251,41,2.844300086727092
322,325,325,3.2362301071515542,98,0.21574867381010362
323,326,326,68.7537575659373,343,13.750751513187462
324,327,327,15.283327063115284,71,1.9104158828894104
325,328,328,50.61935358954566,83,3.8937964299650507
326,329,329,10.112831094780704,153,0.18727464990334639
327,330,330,51.546675590066044,81,5.1546675590066044
328,331,331,13.477581558995832,90,1.3477581558995833
329,332,332,36.70277670023384,70,1.265612989663236
330,333,333,205.52387460077,629,29.360553514395715
331,334,334,25.33537343697378,158,1.5834608398108612
332,335,335,28.20654591766424,142,1.762909119854015
333,336,336,15.62587096549994,124,0.2561618191065564
334,337,337,7.448352647644477,82,0.35468345941164175
335,338,338,53.21120616914657,69,2.8005897983761354
336,339,339,76.38365006865787,133,9.547956258582234
337,340,340,19.98883816992728,96,1.052044114206699
338,341,341,47.80803530010192,109,5.97600441251274
339,342,342,10.48321001361897,72,0.5241605006809485
340,343,343,12.529515290493531,31,1.139046844590321
341,344,344,38.47983543933254,89,3.2066529532777115
342,345,345,10.660010103054464,134,1.5228585861506378
343,346,346,3.5219183692014973,65,0.32017439720013613
344,347,347,6.520691692255373,34,0.46576369230395526
345,348,348,50.69385586993177,261,5.069385586993176
346,349,349,9.05135655811253,43,1.2930509368732186
347,350,350,9.77849865333632,40,1.9556997306672639
348,351,351,97.71013167158294,248,2.8738274021053805
349,352,352,13.766402249087124,133,1.3766402249087124
350,353,353,20.180969978753154,132,2.0180969978753156
351,354,354,7.019339371152331,94,0.20645115797506855
352,355,355,6.966868132164652,25,0.5359129332434348
353,356,356,109.23663839194876,223,4.96530174508858
354,357,357,40.40612747917279,102,4.489569719908087
355,358,358,20.742999548509776,155,5.185749887127444
356,359,359,45.91079590293039,175,2.2955397951465195
357,360,360,9.777484482018226,25,0.5431935823343459
