,id,ccm,bcm,ebcm
201,203,0.12443781718922244,0.08544142305168774,0.05640515123273744
202,204,0.16281389899320572,0.0956702100077781,0.06910360609169099
203,205,0.07217627742372448,0.08641157949792952,0.07029226408581075
204,206,0.10222387732445896,0.11407301680589957,0.10458573109175515
205,207,0.10347272466678933,0.09306622133389435,0.07147019602916445
206,208,0.08816886437671338,0.06051157246603168,0.04763531603990571
207,209,0.16133280656603538,0.189543937708565,0.20302419354838708
208,210,0.11154054624179797,0.13034951159951155,0.11515024038461538
209,211,0.09287433073662484,0.08343861806797852,0.058400715563506234
210,212,0.09956077263185821,0.10756930013032295,0.09332008208412704
211,213,0.17566837021591766,0.19454619454619457,0.16828336272780717
212,214,0.0536691156322285,0.12774495619323203,0.11137299847186233
213,215,0.10358754101006527,0.10869348267643501,0.0798193358232813
214,216,0.062434372524303415,0.30304252002365223,0.2940037024777176
215,217,0.09834682000610995,0.12854004689621126,0.10816066066066064
216,218,0.06699959800461061,0.2664843928001822,0.2653668068476275
217,219,0.1059253503789447,0.31559934318555005,0.32789272030651345
218,220,0.13907127339634318,0.09152693941426333,0.07191151222328579
219,221,0.05026404877514465,0.29953175299970747,0.28450816024631065
220,222,0.12221225448327307,0.23913770053475936,0.22185657479775123
221,223,0.09022863001306056,0.12266201339235047,0.11340631902429653
222,224,0.06999674022590727,0.17893071840440267,0.17379445950874522
223,225,0.10122357556978842,0.06578425969663569,0.05512070208587128
224,226,0.06635030568814072,0.1272247948168463,0.11586820734378063
225,227,0.07867185595124657,0.11422478810800854,0.09867203229520084
226,228,0.06042532410228593,0.17400615901455763,0.16851047521716916
227,229,0.06859881167915918,0.13471905453037525,0.11286302008390248
228,230,0.14526959489542457,0.19769385026737968,0.1927948212777934
229,231,0.0759233297399812,0.05168486117798403,0.03265955888174003
230,232,0.0759233297399812,0.05168486117798403,0.03265955888174003
231,233,0.14401866245393644,0.17941176470588235,0.16136363636363632
232,234,0.08149268313872528,0.11445029431275248,0.10249827482550393
233,235,0.17383553801492316,0.09625817927704719,0.06779648335203893
234,236,0.04955136714327946,0.2081566304230032,0.2015699666271219
235,237,0.1734530935877773,0.16803856136447906,0.15873292647486198
236,238,0.0922745264648531,0.14243181537702082,0.1293688587028219
237,239,0.07928930041110621,0.15124238162212855,0.13348606338297064
238,240,0.1235014245973925,0.18048240283067285,0.171424051348114
239,241,0.06760434866567135,0.29937074829931964,0.27945083487940625
240,242,0.09875812121842757,0.14824446386946383,0.13983527583527586
241,243,0.24153265107212474,0.3333333333333333,0.3939393939393939
242,244,0.08671073135011774,0.12877022501061372,0.11376637262763964
243,245,0.06765462242930041,0.19901632014308068,0.19646240013178484
244,246,0.14074581735285863,0.08760212267061583,0.06544207924738896
245,247,0.06724139440872894,0.19910321280184293,0.19411938381940116
246,248,0.10514964928655761,0.2510273431326063,0.24480449640911775
247,249,0.14666931991723559,0.21245828698553942,0.21700879765395892
248,250,0.07114710246661753,0.12570638820638824,0.10667412016332878
249,251,0.14957126344281765,0.33333333333333326,0.3684210526315789
250,252,0.4385237323799415,0.20238095238095238,0.2416666666666666
251,253,0.07953613920204133,0.3209176788124156,0.3298717948717949
252,254,0.1247299946676064,0.29356125356125357,0.2779677113010447
253,255,0.05626307754912499,0.28578983153282467,0.2710761724044456
254,256,0.2838707711915424,0.19226190476190477,0.21715686274509804
255,257,0.1537399259810752,0.11723981900452489,0.10396955985191278
256,258,0.09151307291955771,0.17815970386039134,0.15381029252136164
257,259,0.15701889068127572,0.09351671760674264,0.0749136360781358
258,260,0.14437847692730832,0.22487684729064042,0.22801724137931043
259,261,0.14375417082535388,0.1328691476590636,0.11379679144385024
260,262,0.1281404608500497,0.024907159601273245,0.012707194124307904
261,263,0.17090712569656624,0.08540814338593415,0.059536723163841815
262,264,0.07320578544085304,0.053036655362236756,0.03698603799359466
263,265,0.05570792328199152,0.29996295267203854,0.2967907017087345
264,266,0.1340019491612956,0.28512820512820514,0.2904843304843305
265,267,0.11490877303691488,0.10739049979556307,0.0891256585024842
266,268,0.2643581829816973,0.24908424908424906,0.26593406593406593
267,269,0.08019617486938233,0.13587561003291337,0.12109395965323717
268,270,0.11419301226914143,0.06210135620976155,0.04079066244889114
269,271,0.10881188637080283,0.06754123738856561,0.04964650183001796
270,272,0.09930210031902671,0.14297284131043722,0.13237226184086087
271,273,0.05590431825739753,0.22236535394430135,0.21565984216586628
272,274,0.027028355298327922,0.2807102078463176,0.2701102643003672
273,275,0.06125218240102617,0.07513689247470268,0.05934466307099397
274,276,0.1236763007293486,0.11825466200466199,0.09848618814136062
275,277,0.08378346939987726,0.1288059642107566,0.11681953370354194
276,278,0.08938781246589302,0.06101167581243483,0.03551202319450996
277,279,0.10204137040361383,0.06849874137956719,0.04839271439990864
278,280,0.09877000033035357,0.11502455816296547,0.09483648881239243
279,281,0.12470534317754295,0.08153102935711633,0.06513900501672241
280,282,0.09710902002958767,0.13433810522851616,0.12267061582130076
281,283,0.0832063209667358,0.12124360053299676,0.10896022113075583
282,284,0.10068046216431775,0.13693270735524254,0.11053837342497139
283,285,0.07263194486670811,0.10480547324147536,0.09877487107585248
284,286,0.11519884133294304,0.19131350781946355,0.18048681266526545
285,287,0.10068901194056146,0.27394957983193285,0.2578571428571429
286,288,0.08450897384098538,0.0871039251298438,0.07945718403733672
287,289,0.1050514998960837,0.08850199697296966,0.07704419918038714
288,290,0.09952241393068005,0.16711474771089027,0.14647473105796763
289,291,0.09928387379257823,0.126183640920483,0.09779227167323579
290,292,0.19635917238391143,0.15053763440860218,0.12194525904203325
291,293,0.07306556322678008,0.13099916502215608,0.11476544892933689
292,294,0.07576237798632297,0.18038083573907215,0.17692470613152605
293,295,0.10861129290423956,0.12682749933198456,0.11871803069053703
294,296,0.05326742745723651,0.07091513317093959,0.06032061663519067
295,297,0.0829162765573587,0.14403813095796217,0.1316916206987129
296,298,0.08420542183634402,0.12915542757162649,0.11422044123735728
297,299,0.08384321012481782,0.10706681818478678,0.0980085930760905
298,300,0.08900282424179487,0.04735716161448895,0.027567329890943227
299,301,0.10557488278900107,0.19281914893617022,0.17944874274661515
300,302,0.1720866009589301,0.18199233716475088,0.17920585161964475
301,303,0.09134546542637494,0.11148749533407983,0.09409692263445497
302,304,0.06077832820883004,0.09717006287618332,0.07382093485624991
303,305,0.07605894674431057,0.28372905745708704,0.2597699544446966
304,306,0.12235923574245984,0.12107174859190989,0.10501788163825199
305,307,0.06375031586025981,0.15382063620411154,0.1489719302397772
306,308,0.20056446627808516,0.16432641432641432,0.14645796590241036
307,309,0.13770839742352806,0.27346153846153853,0.26079575596816973
308,310,0.15510511512341607,0.15209505941213258,0.12836495031616982
309,311,0.08177049494438851,0.15281764648853252,0.15019951505431772
310,312,0.14288479148802688,0.13658263953129815,0.13741134751773051
311,313,0.11947666350995012,0.08599761661559416,0.06693586142322093
312,314,0.058724286870179276,0.11500086891476324,0.10526702284944045
313,315,0.06542783706149113,0.11843694096601065,0.10918870570033361
314,316,0.07618402492847691,0.2704443479519468,0.2586959312026697
315,317,0.3920722135007849,0.33333333333333337,0.44444444444444436
316,318,0.07062240909988726,0.23516462107929081,0.1926256318763009
317,319,0.13043166277064855,0.10134138162307176,0.07782592993860603
318,320,0.049381564078378695,0.30390826615585165,0.28846500775734546
319,321,0.11854132911853076,0.23538748832866474,0.225079365079365
320,322,0.03512173787434372,0.30148502700049074,0.2907044911849236
321,323,0.09576147914392352,0.03691473924543167,0.022753069701797825
322,324,0.11455066358440948,0.1442333917786869,0.1357324162777368
323,325,0.07812221065514523,0.1758556501707187,0.17077008515364672
324,326,0.0891791323008978,0.09335396404361919,0.07534433012140018
325,327,0.08552919874633104,0.18584389400921655,0.1739211309523809
326,328,0.15445829554731286,0.07117883297897475,0.047971132897603505
327,329,0.12302082694785821,0.11442307692307695,0.10027803521779424
328,330,0.08171863066612188,0.029677442305085067,0.018343224429410398
329,331,0.11184893517800655,0.07068546426835197,0.050599840042655275
330,332,0.079154890304724,0.096128934678553,0.07986249413143132
331,333,0.062144892597161557,0.13552578339252788,0.11775345685586788
332,334,0.08315277240277796,0.17998244073748906,0.15151577751381506
333,335,0.0860459816972549,0.1982015236806218,0.1835445798476932
334,336,0.10270948012400131,0.08942739650286817,0.06913053178723685
335,337,0.05836336102900415,0.19713426398819653,0.1764213002977048
336,338,0.11050139563230665,0.09684323167469239,0.08292282430213464
337,339,0.05576516942248168,0.2761367985248584,0.27069845577308266
338,340,0.2748551441434713,0.10612535612535616,0.07998423955870762
339,341,0.10937602933784776,0.12559757326301796,0.0893461955105791
340,342,0.08311961501098096,0.1291242676534074,0.10556911986978258
341,343,0.070441790192837,0.22287087912087913,0.22789189976689986
342,344,0.1489946239299252,0.2196223316912972,0.22341954022988503
343,345,0.07422403884546926,0.057062864671560305,0.046615375823296584
344,346,0.21714189037215909,0.10040485829959515,0.08302387267904508
345,347,0.15626520780064287,0.17257130124777187,0.16305704099821747
346,348,0.08568156400559776,0.06610616976030728,0.048476211255915024
347,349,0.10077015873945804,0.08614718614718615,0.0722495894909688
348,350,0.12474479643329289,0.06999549364211684,0.04952660191802574
349,351,0.03725487055609243,0.3039607084550903,0.2984308835372663
350,352,0.1536466341519245,0.2791266704310183,0.29833304691527757
351,353,0.0973069181084056,0.06932913296691841,0.05257423059420268
352,354,0.12108224955930634,0.09284477566997895,0.07392615836489745
353,355,0.08522796496957194,0.08134978701264918,0.06761858783917607
354,356,0.09438868971681834,0.06546669704564442,0.054212564113554226
355,357,0.13502333510489958,0.29246376811594205,0.2971794871794872
356,358,0.06220825005599362,0.31692307692307686,0.3239644970414201
357,359,0.10938305669941518,0.0840919968763383,0.06341715917429365
358,360,0.13236078747017085,0.20983734402852044,0.20850797321385556
359,361,0.08575271993740423,0.1457708957708958,0.13273173712734157
360,362,0.1426566061697929,0.15882694541231124,0.14417799640181278
361,363,0.12529857659677376,0.21242678889737715,0.21648875766522827
362,364,0.12717005116574487,0.17185811604416265,0.1498196248196248
